userId,month,date,sleep_start_time,sleep_end_time,sleep_min,sleep_efficiency,awaken_min,awaken_moments,cal_consume,active_cal,walks,distance,stairs,active_ratio,nap_total_freq,nap_total_time
8,5,23,1435,1948,495,0.9649,18,0,2071,0,11743,7.83,12,0,0,0
8,5,24,1517,1917,308,0.77,92,29,1802,825,8648,5.75,5,0.3301,0,0
8,5,25,1528,2026,425,0.8534,73,36,2201,1361,12383,8.23,9,0.4774,0,0
8,5,26,1443,2144,591,0.8431,110,58,1758,770,7178,4.77,8,0.3043,0,0
8,5,27,1475,1911,390,0.8945,46,38,1656,634,5609,3.73,9,0.3243,0,0
8,5,28,1441,1895,391,0.8612,63,42,2051,1203,11863,7.89,4,0.4587,0,0
8,5,29,1501,1951,383,0.8511,67,37,2085,1194,11515,7.66,9,0.4265,0,0
8,5,30,1456,1859,346,0.8586,57,34,2111,1273,13219,8.79,5,0.4662,0,0
8,5,31,1434,1937,440,0.8748,63,43,2050,1151,10264,6.83,19,0.3844,0,0
8,6,1,1461,1913,385,0.8518,67,37,2048,1164,11799,7.85,20,0.4467,0,0
8,6,2,1508,2078,503,0.8825,67,45,1919,1033,9753,6.49,22,0.4196,0,0
8,6,3,1438,1909,406,0.862,65,32,1837,852,9006,5.99,19,0.341,0,0
9,4,23,1591,2121,456,0.8604,74,29,2663,1639,12318,8.43,16,0.4268,0,0
9,4,24,1586,1998,365,0.8859,47,25,2266,1125,7937,5.43,0,0.3469,0,0
9,4,25,1508,2071,478,0.849,85,27,2148,893,7334,4.99,3,0.2645,1,159
9,4,26,1615,2111,430,0.8669,66,24,2353,1145,11369,7.8,12,0.3064,0,0
9,4,27,1534,2239,601,0.8525,104,44,1927,660,6880,4.69,7,0.1894,0,0
9,4,28,1662,2035,310,0.8311,63,18,2198,1046,8007,5.49,6,0.4062,0,0
9,4,29,1564,2005,392,0.8889,49,25,2413,1352,14110,9.61,14,0.367,0,0
9,4,30,1679,2056,324,0.8594,53,20,2074,892,6699,4.57,1,0.27,0,0
9,5,1,1639,1974,294,0.8776,41,18,1945,712,5019,3.42,1,0.2364,1,128
9,5,2,1521,2034,451,0.8791,62,30,2420,1361,10748,7.32,12,0.4036,1,99
9,5,3,1496,2136,554,0.8656,86,47,2141,945,10365,7.09,11,0.2845,0,0
9,5,4,1537,2140,524,0.869,79,34,1897,637,5819,3.96,11,0.2247,0,0
9,5,5,1585,2099,453,0.8813,61,19,2204,1051,8613,5.87,8,0.3878,0,0
9,5,6,1583,2191,544,0.8947,64,35,1978,765,5852,3.99,0,0.2654,0,0
9,5,7,1665,1897,195,0.8405,37,16,2032,835,6643,4.52,2,0.3241,0,0
9,5,8,1553,1966,371,0.8983,42,26,2269,1155,9338,6.41,6,0.292,0,0
9,5,9,1639,2030,342,0.8747,49,23,2751,1727,14880,10.24,5,0.4261,0,0
9,5,10,1533,2070,473,0.8808,64,30,2378,1213,17244,11.74,1,0.279,0,0
9,5,11,1684,2173,408,0.8344,81,34,1711,375,3913,2.66,8,0.1431,1,186
9,5,12,1681,2135,397,0.8744,57,30,2109,950,8007,5.45,0,0.3235,0,0
9,5,13,1579,2217,551,0.8636,87,42,2036,849,6059,4.16,1,0.2655,0,0
9,5,14,1607,1997,330,0.8462,60,20,2142,963,7497,5.11,3,0.3549,0,0
9,5,15,1630,1992,332,0.9171,30,16,2602,1549,13815,9.45,10,0.4215,0,0
9,5,16,1681,2150,411,0.8763,58,28,2154,1013,9241,6.29,11,0.3012,0,0
9,5,17,1632,1989,313,0.8768,44,26,2209,1088,7994,5.44,4,0.356,0,0
9,5,18,1592,2208,537,0.8718,79,33,2158,1017,9903,6.82,6,0.2915,0,0
9,5,19,1548,1921,316,0.8472,57,19,1930,680,6059,4.13,8,0.2497,0,0
9,5,20,1549,2013,419,0.903,45,18,2195,1076,8897,6.09,4,0.3184,0,0
